,구분,시설명,위치,위도,경도
3209,복지센터,서울희망데이케어센터,"37.512493750083, 126.916945928789",37.512493750083,126.916945928789
3210,복지센터,구립신내우리데이케어센터,"37.601254103731, 127.099946757985",37.601254103731,127.099946757985
3211,복지센터,목동 연세데이케어센터,"37.5391568658245, 126.868812333901",37.5391568658245,126.868812333901
3212,복지센터,서대문시니어클럽,"37.5695273674282, 126.931053476783",37.5695273674282,126.931053476783
3213,복지센터,성북구립 석관실버복지센터,"37.6066869045744, 127.058257077202",37.6066869045744,127.058257077202
3214,복지센터,백세만세데이케어센터,"37.544296432161, 127.091194171326",37.544296432161,127.091194171326
3215,복지센터,해피데이케어센터,"37.6051437798921, 126.921931852296",37.6051437798921,126.921931852296
3216,복지센터,금천희망데이케어센터,"37.4535499177973, 126.903603632266",37.4535499177973,126.903603632266
3217,복지센터,(금천)하늘방문요양센터,"37.4728402666863, 126.901161544745",37.4728402666863,126.901161544745
3218,복지센터,금천햇살요양원,"37.4771017048216, 126.898321755369",37.4771017048216,126.898321755369
3219,복지센터,행복 데이케어센터,"37.5506748942132, 127.129371052817",37.5506748942132,127.129371052817
3220,복지센터,중랑구재가노인복지센터,"37.5763353485606, 127.081173386085",37.5763353485606,127.081173386085
3221,복지센터,관악난향데이케어센터,"37.4605886655784, 126.920617398646",37.4605886655784,126.920617398646
3222,복지센터,강북효심요양원1,"37.6295503718109, 127.017036799373",37.6295503718109,127.017036799373
3223,복지센터,강북효심요양원2,"37.6295503718109, 127.017036799373",37.6295503718109,127.017036799373
3224,복지센터,참햇살요양원,"37.6425386131072, 127.030122114029",37.6425386131072,127.030122114029
3225,복지센터,은빛사랑1,"37.4916195120765, 126.902761155076",37.4916195120765,126.902761155076
3226,복지센터,은빛사랑2,"37.4916195120765, 126.902761155076",37.4916195120765,126.902761155076
3227,복지센터,은빛사랑3,"37.4916195120765, 126.902761155076",37.4916195120765,126.902761155076
3228,복지센터,구립갈월데이케어센터,"37.5458164213409, 126.974822733534",37.5458164213409,126.974822733534
3229,복지센터,가인요양원,"37.6424082579862, 127.016293394321",37.6424082579862,127.016293394321
3230,복지센터,하늘정원 요양원,"37.5328851583631, 126.864166285292",37.5328851583631,126.864166285292
3231,복지센터,정든요양원,"37.5864675144777, 127.041066815849",37.5864675144777,127.041066815849
3232,복지센터,강북유진요양원,"37.6295503718109, 127.017036799373",37.6295503718109,127.017036799373
3233,복지센터,가족사랑노인요양원,"37.5304972278465, 126.843621578813",37.5304972278465,126.843621578813
3234,복지센터,목동평강 요양원,"37.5201952169014, 126.859571734011",37.5201952169014,126.859571734011
3235,복지센터,(A)청춘시대 재활복지센터,"37.6048871404083, 127.098043500102",37.6048871404083,127.098043500102
3236,복지센터,성북50플러스센터,"37.5838715489933, 127.019324336876",37.5838715489933,127.019324336876
3237,복지센터,동광노인복지센터,"37.5016168837631, 126.935022847486",37.5016168837631,126.935022847486
3238,복지센터,구로 100세대학데이케어센터,"37.4976779498448, 126.861937601867",37.4976779498448,126.861937601867
3239,복지센터,서울특별시서부노인보호전문기관,"37.6092164023648, 126.92381555244",37.6092164023648,126.92381555244
3240,복지센터,평강마을 데이케어센터,"37.5315739253879, 127.076092279787",37.5315739253879,127.076092279787
3241,복지센터,신상도요양원,"37.4970084508263, 126.945220330939",37.4970084508263,126.945220330939
3242,복지센터,관악희망데이케어센터,"37.4834714149035, 126.943250339993",37.4834714149035,126.943250339993
3243,복지센터,하늘빛데이케어센터(주식회사 늘푸른복지),"37.4789463264491, 126.947648773898",37.4789463264491,126.947648773898
3244,복지센터,가가호호데이케어센터,"37.5231986338716, 126.842240857114",37.5231986338716,126.842240857114
3245,복지센터,상암데이케어센터,"37.5775221026101, 126.881587674582",37.5775221026101,126.881587674582
3246,복지센터,더봄데이케어센터,"37.5753239235982, 126.907479184228",37.5753239235982,126.907479184228
3247,복지센터,바른데이케어센터,"37.5918586065082, 127.014025610945",37.5918586065082,127.014025610945
3248,복지센터,구립모랫말데이케어센터,"37.5097128385321, 126.897493385214",37.5097128385321,126.897493385214
3249,복지센터,'품앗이노인복지센터',"37.4824960916566, 126.939475218401",37.4824960916566,126.939475218401
3250,복지센터,우리노인복지센터,"37.4769032344145, 126.976787360852",37.4769032344145,126.976787360852
3251,복지센터,소망요양원1,"37.4916362842035, 126.888688931661",37.4916362842035,126.888688931661
3252,복지센터,소망요양원2,"37.4916362842035, 126.888688931661",37.4916362842035,126.888688931661
3253,복지센터,개포데이케어센터,"37.4886879268822, 127.066845330996",37.4886879268822,127.066845330996
3254,복지센터,우리엄마요양원 2호점,"37.5859942042235, 127.018731048851",37.5859942042235,127.018731048851
3255,복지센터,성수1가2동노인복지관,"37.5464025531618, 127.044349655211",37.5464025531618,127.044349655211
3256,복지센터,강서중앙데이케어센터,"37.5731269525889, 126.818459368372",37.5731269525889,126.818459368372
