Unnamed: 0,행정동,노선명,기점,종점,열선연장(m) (1차로 기준),차로수,기점_좌표_위도,기점_좌표_경도,종점_좌표_위도,종점_좌표_경도,열선_중앙_위도,열선_중앙_경도,시작점_고도,종료점_고도,고도의_차이
28,구의2동,천호대로137길,구의동 57-30,구의동 57-120,55,1,37.5494562524434,127.092837038883,37.5496295853619,127.092975880407,37.549542918902645,127.092906459645,36.6270866394043,45.22002410888672,8.592937469482422
29,중곡4동,긴고랑로39길,중곡동 71-1,중곡동 72-10,50,1,37.5593420252926,127.093258445859,37.5592911232735,127.094048146408,37.55931657428305,127.0936532961335,52.96409606933594,39.60791015625,13.356185913085938
30,화양동,능동로 17길,화양동 132-34,화양동 132-63,30,1,37.5469073922244,127.070613019409,37.5468986668621,127.070438178343,37.546903029543245,127.070525598876,14.80286121368408,14.66805934906006,0.13480186462401988
31,구의2동,동의초 통학로 보도열선,구의동 662,구의동 23-29,30,1,37.5540171153721,127.09707993751,37.5534977220073,127.097150900616,37.5537574186897,127.097115419063,66.3567123413086,65.16424560546875,1.1924667358398438
32,중곡4동,용마산로8가길,중곡동 150-323,중곡동 150-300,60,1~2,37.561861888647,127.088636701968,37.5617967380574,127.089365183287,37.561829313352206,127.08900094262752,43.04372406005859,53.81938552856445,10.775661468505866
33,구의2동,자양로44길,구의동 37-9,구의동 33-1,240,1~2,37.5505896162118,127.097096314349,37.552448952076,127.09528180164,37.5515192841439,127.09618905799452,73.4155502319336,47.82870864868164,25.586841583251953
34,능동,천호대로110길,능동 225-5,능동 284-1,50,1~2,37.5542237868272,127.078570105662,37.5538854311133,127.078616829563,37.55405460897025,127.0785934676125,18.0081729888916,18.85079765319824,0.8426246643066371
35,구의3동,아차산로58가길,구의동 591,구의동 591-5,30,1~2,37.5356494169117,127.089586508437,37.535656474538,127.089784517843,37.53565294572485,127.08968551314,25.82183456420898,25.20560073852539,0.6162338256835902
36,구의2동,자양로41길,구의동 75-6,구의동 77-33,30,1~2,37.5504581207252,127.089149756155,37.5504075909737,127.088889188524,37.55043285584945,127.0890194723395,29.98883438110352,29.98338890075684,0.0054454803466796875
37,광장동,아차산로78길,광장동 107,광장동 102,86,1~2,37.5516296605662,127.109821655707,37.5516194181635,127.110947204792,37.55162453936485,127.1103844302495,36.18687057495117,17.04120063781738,19.145669937133793
38,자양2동,자양로4길,뚝섬로64길 45,구의강변로11,110,1~2,37.5322195901849,127.090162126057,37.5322597934091,127.090960364989,37.532239691797,127.090561245523,30.33342361450195,24.51531219482422,5.818111419677731
39,화양동,능동로,화양동 111-12,화양동 111-117,45,1~2,37.5460180138476,127.074001181744,37.5464703832462,127.074036482129,37.5462441985469,127.0740188319365,21.56104278564453,21.08268547058105,0.4783573150634801
40,구의1동,자양로163,구의동 254-36,구의동 254-44,70,1~2,37.5422426026657,127.083778087725,37.542235073752,127.08321253884,37.54223883820885,127.0834953132825,21.85404396057129,23.29396057128906,1.4399166107177699
