,학교구분,학교명,학교_위치,위도,경도
651,초등학교,서울태랑초등학교,"37.6262508612825, 127.090915053347",37.6262508612825,127.090915053347
652,초등학교,서울초당초등학교,"37.6586278284753, 127.021956174977",37.6586278284753,127.021956174977
653,초등학교,서울청계초등학교,"37.6449803620092, 127.065817490235",37.6449803620092,127.065817490235
654,초등학교,서울창일초등학교,"37.647657641563, 127.047626299257",37.647657641563,127.047626299257
655,초등학교,서울창원초등학교,"37.6526440884387, 127.039979883482",37.6526440884387,127.039979883482
656,초등학교,서울창림초등학교,"37.6432370796248, 127.041604074164",37.6432370796248,127.041604074164
657,초등학교,서울창동초등학교,"37.6553630407375, 127.044832890478",37.6553630407375,127.044832890478
658,초등학교,서울창도초등학교,"37.6641348713315, 127.048784033819",37.6641348713315,127.048784033819
659,초등학교,서울창경초등학교,"37.6566021823161, 127.034602499962",37.6566021823161,127.034602499962
660,초등학교,서울중현초등학교,"37.632255170053, 127.066056635951",37.632255170053,127.066056635951
661,초등학교,서울중평초등학교,"37.6372508810163, 127.063731552615",37.6372508810163,127.063731552615
662,초등학교,서울중원초등학교,"37.6439662833968, 127.063052005752",37.6439662833968,127.063052005752
663,초등학교,서울중계초등학교,"37.6578622263163, 127.073348327013",37.6578622263163,127.073348327013
664,초등학교,서울자운초등학교,"37.6580556761129, 127.047017564524",37.6580556761129,127.047017564524
665,초등학교,서울을지초등학교,"37.6505874233691, 127.073350350295",37.6505874233691,127.073350350295
666,초등학교,서울월천초등학교,"37.6479137277855, 127.051425751311",37.6479137277855,127.051425751311
667,초등학교,서울월계초등학교,"37.6279505755622, 127.050869480548",37.6279505755622,127.050869480548
668,초등학교,서울원광초등학교,"37.654290852548, 127.075304285056",37.654290852548,127.075304285056
669,초등학교,서울용원초등학교,"37.6299301501593, 127.068936691961",37.6299301501593,127.068936691961
670,초등학교,서울용동초등학교,"37.6410575739212, 127.069114774673",37.6410575739212,127.069114774673
671,초등학교,서울온곡초등학교,"37.6673295252885, 127.065597387199",37.6673295252885,127.065597387199
672,초등학교,서울오봉초등학교,"37.6717184874026, 127.040258979982",37.6717184874026,127.040258979982
673,초등학교,서울연촌초등학교,"37.6344239191317, 127.072522941451",37.6344239191317,127.072522941451
674,초등학교,서울연지초등학교,"37.6331961990879, 127.059550025404",37.6331961990879,127.059550025404
675,초등학교,서울쌍문초등학교,"37.6483638272869, 127.024291051625",37.6483638272869,127.024291051625
676,초등학교,서울신화초등학교,"37.6331950434853, 127.04088417427",37.6331950434853,127.04088417427
677,초등학교,서울신학초등학교,"37.6612204531084, 127.025721318601",37.6612204531084,127.025721318601
678,초등학교,서울신창초등학교,"37.6365395299158, 127.042084340998",37.6365395299158,127.042084340998
679,초등학교,서울신상계초등학교,"37.6675183641329, 127.075828032383",37.6675183641329,127.075828032383
680,초등학교,서울신방학초등학교,"37.6666842526367, 127.028918089521",37.6666842526367,127.028918089521
681,초등학교,서울신계초등학교,"37.6299890777455, 127.052871958868",37.6299890777455,127.052871958868
682,초등학교,서울숭미초등학교,"37.6510234416817, 127.027944278021",37.6510234416817,127.027944278021
683,초등학교,서울수암초등학교,"37.647684897261, 127.081465589212",37.647684897261,127.081465589212
684,초등학교,서울수락초등학교,"37.684506075345, 127.055187311236",37.684506075345,127.055187311236
685,초등학교,서울선곡초등학교,"37.618602019203, 127.057730270535",37.618602019203,127.057730270535
686,초등학교,서울상천초등학교,"37.6461060086385, 127.057447991502",37.6461060086385,127.057447991502
687,초등학교,서울상월초등학교,"37.658683945506, 127.057369284524",37.658683945506,127.057369284524
688,초등학교,서울상원초등학교,"37.6676655147961, 127.059630713208",37.6676655147961,127.059630713208
689,초등학교,서울상수초등학교,"37.6510888982527, 127.064586804676",37.6510888982527,127.064586804676
690,초등학교,서울상곡초등학교,"37.6628823049142, 127.062234187186",37.6628823049142,127.062234187186
691,초등학교,서울상계초등학교,"37.6588438529621, 127.066336425835",37.6588438529621,127.066336425835
692,초등학교,서울상경초등학교,"37.6704594706621, 127.051773754079",37.6704594706621,127.051773754079
693,초등학교,서울불암초등학교,"37.6511506377134, 127.080650989428",37.6511506377134,127.080650989428
694,초등학교,서울백운초등학교,"37.6526415114592, 127.013672482387",37.6526415114592,127.013672482387
695,초등학교,서울방학초등학교,"37.6639337284245, 127.032747955457",37.6639337284245,127.032747955457
696,초등학교,서울동일초등학교,"37.6648178269709, 127.054322233957",37.6648178269709,127.054322233957
697,초등학교,서울도봉초등학교,"37.679961751365, 127.038288664028",37.679961751365,127.038288664028
698,초등학교,서울덕암초등학교,"37.6666337243041, 127.081715132961",37.6666337243041,127.081715132961
699,초등학교,서울당현초등학교,"37.6482303134222, 127.058252457257",37.6482303134222,127.058252457257
700,초등학교,서울누원초등학교,"37.6872327127492, 127.04926716395",37.6872327127492,127.04926716395
701,초등학교,서울녹천초등학교,"37.6285101097035, 127.063134105063",37.6285101097035,127.063134105063
702,초등학교,서울노일초등학교,"37.6735135287049, 127.05513756871",37.6735135287049,127.05513756871
703,초등학교,서울노원초등학교,"37.6735901336984, 127.058460101574",37.6735901336984,127.058460101574
704,초등학교,서울공연초등학교,"37.62719482311, 127.074030837547",37.62719482311,127.074030837547
705,초등학교,서울공릉초등학교,"37.6186120126537, 127.074614270574",37.6186120126537,127.074614270574
706,초등학교,서울계상초등학교,"37.6624464105885, 127.068880275281",37.6624464105885,127.068880275281
